title,industry,ai_approved,ai_reason,judged_at
Lien Planner,,True,,2026-08-17T23:28:54.506937+09:00
Lien Playbook,construction,True,,2026-08-18T22:02:25.317804+09:00
Lien Plaza,construction,False,"'Plaza'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Lien'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Lien Point,,True,,2026-08-17T20:43:51.758171+09:00
Lien Portal,construction,True,,2026-08-18T07:43:20.334023+09:00
Lien Post,construction,False,"'Post'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Lien'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Lien Price,construction,False,같은 도메인어 'Lien'에 대해 Cost가 이미 승인되어 의미 중복(Cost/Price)으로 거절,2026-08-21T02:05:39.911646+09:00
Lien Profile,construction,True,,2026-08-19T13:36:42.244388+09:00
Lien Profit,construction,True,,2026-08-23T02:52:18.999459+09:00
Lien Pulse,,True,,2026-08-17T20:46:31.116711+09:00
Lien Queue,construction,True,,2026-08-19T21:03:14.678005+09:00
Lien Quota,construction,False,"Quota는 배분·한도 개념이 있는 대상이어야 하는데, 이 도메인어는 그런 맥락과 어울리지 않는다",2026-08-21T00:24:34.903558+09:00
Lien Radar,,True,,2026-08-17T20:32:32.905502+09:00
Lien Rail,,True,,2026-08-17T21:30:47.592348+09:00
Lien Rate,construction,True,,2026-08-19T20:37:10.645493+09:00
Lien Recap,construction,True,,2026-08-21T01:09:23.227405+09:00
Lien Receipt,construction,True,,2026-08-19T21:45:47.758451+09:00
Lien Register,,True,,2026-08-17T23:30:16.319777+09:00
Lien Registry,construction,True,,2026-08-18T22:02:25.317804+09:00
Lien Relay,construction,True,,2026-08-18T07:51:55.730113+09:00
Lien Reminder,construction,True,,2026-08-19T21:03:14.678005+09:00
Lien Report,construction,True,,2026-08-19T13:36:42.244388+09:00
Lien Ring,construction,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Lien Roadmap,construction,True,,2026-08-18T22:02:25.317804+09:00
Lien Roll,construction,False,출석·명부 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lien Roster,construction,True,,2026-08-19T00:36:32.503481+09:00
Lien Route,construction,True,,2026-08-18T07:43:20.334023+09:00
Lien Rule,construction,True,,2026-08-23T03:14:30.196647+09:00
Lien Sale,construction,True,,2026-08-21T02:20:47.698506+09:00
Lien Sample,construction,True,,2026-08-19T21:45:47.758451+09:00
Lien Scale,construction,True,,2026-08-18T07:43:20.334023+09:00
Lien Scheduler,,True,,2026-08-17T23:13:22.671425+09:00
Lien Scope,,True,,2026-08-17T21:31:23.168898+09:00
Lien Score,construction,True,,2026-08-19T13:36:42.244388+09:00
Lien Sentry,,True,,2026-08-17T20:41:42.376478+09:00
Lien Serial,construction,False,일련번호 등 DB 스키마 필드명처럼 읽혀 실제 제품/기능명으로 보기 어려움,2026-08-23T13:26:11.115718+09:00
Lien Sheet,construction,True,,2026-08-19T13:36:42.244388+09:00
Lien Shelf,construction,False,"'Shelf'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Lien'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Lien Signal,,True,,2026-08-17T21:33:32.175377+09:00
Lien Signature,construction,True,,2026-08-23T13:26:11.115718+09:00
Lien Slip,construction,False,unclear/unnatural collocation,2026-08-19T21:45:47.758451+09:00
Lien Slot,construction,False,unclear/unnatural collocation,2026-08-19T21:45:47.758451+09:00
Lien Snapshot,construction,True,,2026-08-18T22:02:25.317804+09:00
Lien Stake,construction,True,,2026-08-23T02:52:18.999459+09:00
Lien Stamp,construction,True,,2026-08-23T13:26:11.115718+09:00
Lien Statement,construction,True,,2026-08-21T00:24:34.903558+09:00
Lien Station,construction,True,,2026-08-18T07:43:20.334023+09:00
Lien Status,construction,True,,2026-08-19T20:37:10.645493+09:00
Lien Stipend,construction,False,유치권과 스티펜드 개념이 결합되지 않아 모호함,2026-08-23T13:45:14.730720+09:00
Lien Stub,construction,True,,2026-08-21T00:24:34.903558+09:00
Lien Studio,construction,True,,2026-08-18T07:43:20.334023+09:00
Lien Suite,,True,,2026-08-17T23:11:44.690517+09:00
Lien Sum,construction,True,,2026-08-21T02:20:47.698506+09:00
Lien Summary,construction,True,,2026-08-19T21:03:14.678005+09:00
Lien Sync,,True,,2026-08-17T20:37:21.758511+09:00
Lien Tab,construction,False,"Tab은 진행 중인 계정·잔액 개념으로 매우 좁게 해석되는데, 이 도메인어는 그런 맥락과 어울리지 않는다",2026-08-21T00:24:34.903558+09:00
Lien Table,construction,True,,2026-08-19T21:45:47.758451+09:00
Lien Tag,construction,True,,2026-08-19T13:36:42.244388+09:00
Lien Tally,construction,True,,2026-08-21T00:24:34.903558+09:00
Lien Tariff,construction,True,,2026-08-21T02:36:28.722223+09:00
Lien Tax,construction,True,,2026-08-21T02:05:39.911646+09:00
Lien Terminal,construction,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=construction",2026-08-18T07:43:20.334023+09:00
Lien Ticker,construction,False,실시간으로 갱신될 상태값 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lien Ticket,construction,True,,2026-08-19T21:03:14.678005+09:00
Lien Timeline,construction,True,,2026-08-19T21:03:14.678005+09:00
Lien Token,construction,False,접근 토큰 등 기술적 메타데이터 필드처럼 읽혀 실제 제품/기능명으로 보기 어려움,2026-08-23T13:26:11.115718+09:00
Lien Toll,construction,True,,2026-08-21T02:36:28.722223+09:00
Lien Toolkit,construction,True,,2026-08-18T22:02:25.317804+09:00
Lien Tower,construction,False,"'Tower'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Lien'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Lien Tracker,,True,,2026-08-17T20:38:16.946588+09:00
Lien Trail,,True,,2026-08-17T20:48:31.729678+09:00
Lien Unit,construction,True,,2026-08-21T01:55:13.112053+09:00
Lien Update,construction,True,,2026-08-19T20:37:10.645493+09:00
Lien Value,construction,True,,2026-08-23T02:52:18.999459+09:00
Lien Vault,construction,True,,2026-08-18T07:51:55.730113+09:00
Lien Version,construction,True,,2026-08-23T03:14:30.196647+09:00
Lien View,construction,True,,2026-08-19T20:37:10.645493+09:00
Lien Voucher,construction,True,,2026-08-21T00:24:34.903558+09:00
Lien Watch,,True,,2026-08-17T21:32:33.876836+09:00
Lien Wave,,True,,2026-08-17T20:45:40.214755+09:00
Lien Window,construction,False,시간대·서비스 창구 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lien Workbench,construction,True,,2026-08-18T22:02:25.317804+09:00
Lien Yard,construction,False,"'Yard'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Lien'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Lien Zone,construction,True,,2026-08-18T07:43:20.334023+09:00
Lighting Advisory,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Alert,photography_services,False,경보 대상이 될 위험/이벤트/이탈 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Allowance,photography_services,True,,2026-08-21T02:36:28.722223+09:00
Lighting Asset,photography_services,True,,2026-08-23T13:45:14.730720+09:00
Lighting Assistant,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Atlas,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Attribute,photography_services,True,,2026-08-23T13:04:41.554058+09:00
Lighting Badge,photography_services,False,"Badge는 사람·역할·행사 참가자 식별용 뱃지로 좁게 해석되는데, 이 도메인어는 그런 대상을 지칭하지 않아 의미가 통하지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Balance,photography_services,True,,2026-08-23T13:45:14.730720+09:00
Lighting Base,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Bay,photography_services,False,'Bay'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Beacon,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Bill,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Bin,photography_services,False,물리적으로 보관 가능한 사물이 아닌 도메인어(추상적 개념·사람·프로세스),2026-08-19T12:22:43.308376+09:00
Lighting Board,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Book,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Booth,photography_services,False,'Booth'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Bridge,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Brief,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Bulletin,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Calendar,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Card,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Cascade,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Cash,photography_services,True,,2026-08-21T02:20:47.698506+09:00
Lighting Catalog,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Category,photography_services,True,,2026-08-23T13:04:41.554058+09:00
Lighting Center,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Chain,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Charge,photography_services,True,,2026-08-21T02:36:28.722223+09:00
Lighting Chart,photography_services,False,측정·기록 가능한 수치/차트 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Check,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Checklist,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Circular,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Code,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Companion,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Compass,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Confirmation,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Console,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Core,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Cost,photography_services,True,,2026-08-21T02:05:39.911646+09:00
Lighting Counter,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Deal,photography_services,True,,2026-08-21T01:55:13.112053+09:00
Lighting Debt,photography_services,True,,2026-08-21T02:20:47.698506+09:00
Lighting Deck,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Desk,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Detail,photography_services,True,,2026-08-23T03:14:30.196647+09:00
Lighting Digest,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Directory,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Dossier,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Draft,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Duty,photography_services,True,,2026-08-21T02:36:28.722223+09:00
Lighting Engine,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Entry,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Estimate,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Excerpt,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Fare,photography_services,True,,2026-08-21T02:05:39.911646+09:00
Lighting Fee,photography_services,True,,2026-08-21T01:55:13.112053+09:00
Lighting Feed,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Field,photography_services,True,,2026-08-23T13:04:41.554058+09:00
Lighting File,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Finder,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Fine,photography_services,True,,2026-08-23T02:52:18.999459+09:00
Lighting Flag,photography_services,False,"Flag는 위험·이상 징후를 표시하는 알림 대상이어야 하는데, 이 도메인어는 그런 맥락과 자연스럽게 결합되지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Flow,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Forge,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Form,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Format,photography_services,True,,2026-08-23T13:04:41.554058+09:00
Lighting Frame,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Fund,photography_services,True,,2026-08-21T02:20:47.698506+09:00
Lighting Gate,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Grade,photography_services,True,,2026-08-21T00:24:34.903558+09:00
Lighting Grid,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Harbor,photography_services,False,'Harbor'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting History,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Hotline,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Hub,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Identifier,photography_services,True,,2026-08-23T13:04:41.554058+09:00
Lighting Inbox,photography_services,False,수신함 개념이 이 도메인어와 자연스럽게 연결되지 않음(구체적 요청/메시지성 명사가 아님),2026-08-19T12:22:43.308376+09:00
Lighting Index,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Interest,photography_services,False,조명과 financial interest 결합이 불명확함,2026-08-23T13:45:14.730720+09:00
Lighting Item,photography_services,True,,2026-08-21T01:55:13.112053+09:00
Lighting Journal,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Keeper,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Kiosk,photography_services,False,'Kiosk'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Lab,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Ledger,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Level,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Levy,photography_services,False,조명에 부과금 개념이 어색함,2026-08-23T13:45:14.730720+09:00
Lighting Line,photography_services,False,대기열/생산라인/제품군 개념과 자연스럽게 연결되지 않는 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Link,photography_services,True,,2026-08-23T03:14:30.196647+09:00
Lighting List,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Loan,photography_services,True,,2026-08-21T02:05:39.911646+09:00
Lighting Lobby,photography_services,False,물리적 응대·대기 공간 개념과 무관한 도메인어(정치적 로비 의미와 혼동 위험도 있음),2026-08-19T12:22:43.308376+09:00
Lighting Locator,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Locker,photography_services,False,'Locker'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Log,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Loop,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Manager,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Map,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Margin,photography_services,True,,2026-08-23T02:52:18.999459+09:00
Lighting Marker,photography_services,False,불명확한 조합,2026-08-23T13:26:11.115718+09:00
Lighting Memo,photography_services,True,,2026-08-21T00:24:34.903558+09:00
Lighting Monitor,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Nexus,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Note,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Number,photography_services,True,,2026-08-23T03:14:30.196647+09:00
Lighting Office,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Ops,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Order,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Outpost,photography_services,False,'Outpost'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Panel,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Pass,photography_services,False,"Pass는 장소·행사·서비스 출입권으로 좁게 해석되는데, 이 도메인어는 출입 개념과 자연스럽게 결합되지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Passport,photography_services,False,신원·자격 증빙 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Path,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Petition,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Plan,photography_services,True,,2026-08-21T01:55:13.112053+09:00
Lighting Planner,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Playbook,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Plaza,photography_services,False,'Plaza'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Point,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Portal,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Post,photography_services,False,'Post'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Price,photography_services,True,,2026-08-21T02:05:39.911646+09:00
Lighting Profile,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Profit,photography_services,True,,2026-08-23T02:52:18.999459+09:00
Lighting Queue,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Quota,photography_services,False,"Quota는 배분·한도 개념이 있는 대상이어야 하는데, 이 도메인어는 그런 맥락과 어울리지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Radar,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Rail,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Rate,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Recap,photography_services,True,,2026-08-21T01:09:23.227405+09:00
Lighting Receipt,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Register,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Registry,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Relay,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Reminder,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Report,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Ring,photography_services,False,'Ring'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Roll,photography_services,False,출석·명부 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Roster,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Route,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Rule,photography_services,True,,2026-08-23T03:14:30.196647+09:00
Lighting Sale,photography_services,True,,2026-08-21T02:20:47.698506+09:00
Lighting Sample,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Scale,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Scheduler,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Scope,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Score,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Serial,photography_services,False,조명 스타일은 일련번호 대상이 아니라 추상적인 필드명처럼 읽힘,2026-08-23T13:26:11.115718+09:00
Lighting Sheet,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Shelf,photography_services,False,'Shelf'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Signal,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Signature,photography_services,False,조명 스타일은 서명 대상이 아니어서 부자연스럽고 추상적임,2026-08-23T13:26:11.115718+09:00
Lighting Slip,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Slot,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Stake,photography_services,True,,2026-08-23T02:52:18.999459+09:00
Lighting Stamp,photography_services,False,부자연스러운 조합,2026-08-23T13:26:11.115718+09:00
Lighting Statement,photography_services,True,,2026-08-21T00:24:34.903558+09:00
Lighting Station,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Status,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Stipend,photography_services,False,조명에 stipend 개념이 성립하지 않음,2026-08-23T13:45:14.730720+09:00
Lighting Stub,photography_services,False,"Stub은 급여·티켓 등 거래 영수증 조각으로 좁게 해석되는데, 이 도메인어는 그런 거래 기록 개념과 어울리지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Studio,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Sum,photography_services,True,,2026-08-21T02:20:47.698506+09:00
Lighting Summary,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Tab,photography_services,False,"Tab은 진행 중인 계정·잔액 개념으로 매우 좁게 해석되는데, 이 도메인어는 그런 맥락과 어울리지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Table,photography_services,True,,2026-08-19T21:45:47.758451+09:00
Lighting Tag,photography_services,True,,2026-08-19T13:36:42.244388+09:00
Lighting Tally,photography_services,False,"Tally는 셀 수 있는 항목의 집계여야 하는데, 이 도메인어는 집계 개념과 자연스럽게 결합되지 않는다",2026-08-21T00:24:34.903558+09:00
Lighting Tariff,photography_services,True,,2026-08-21T02:36:28.722223+09:00
Lighting Tax,photography_services,True,,2026-08-21T02:05:39.911646+09:00
Lighting Terminal,photography_services,False,'Terminal'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Ticker,photography_services,False,실시간으로 갱신될 상태값 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Ticket,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Timeline,photography_services,True,,2026-08-19T21:03:14.678005+09:00
Lighting Token,photography_services,False,토큰이라는 기능어가 추상적인 필드명처럼 읽힘,2026-08-23T13:26:11.115718+09:00
Lighting Toll,photography_services,True,,2026-08-21T02:36:28.722223+09:00
Lighting Tower,photography_services,False,'Tower'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Tracker,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Trail,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Unit,photography_services,True,,2026-08-21T01:55:13.112053+09:00
Lighting Update,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Value,photography_services,True,,2026-08-23T02:52:18.999459+09:00
Lighting Vault,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Version,photography_services,True,,2026-08-23T03:14:30.196647+09:00
Lighting View,photography_services,True,,2026-08-19T20:37:10.645493+09:00
Lighting Voucher,photography_services,True,,2026-08-21T00:24:34.903558+09:00
Lighting Watch,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Wave,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Lighting Window,photography_services,False,시간대·서비스 창구 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Lighting Yard,photography_services,False,'Yard'은 물리적 공간·장소성이 강한 단어라 'Lighting'과 조합 시 실제 의미가 통하지 않거나 억지스러움,2026-08-19T12:22:43.308376+09:00
Lighting Zone,photography_services,True,,2026-08-19T12:22:43.308376+09:00
Liner Advisory,pool_maintenance_services,True,,2026-08-21T01:09:23.227405+09:00
Liner Alert,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Allowance,pool_maintenance_services,True,,2026-08-21T02:36:28.722223+09:00
Liner Asset,pool_maintenance_services,False,풀 라이너와 asset의 결합이 불명확함,2026-08-23T13:45:14.730720+09:00
Liner Assistant,pool_maintenance_services,True,,2026-08-19T21:28:57.717683+09:00
Liner Atlas,pool_maintenance_services,True,,2026-08-19T21:28:57.717683+09:00
Liner Attribute,pool_maintenance_services,True,,2026-08-23T13:04:41.554058+09:00
Liner Badge,pool_maintenance_services,True,,2026-08-21T00:24:34.903558+09:00
Liner Balance,pool_maintenance_services,False,풀 라이너(물리적 자재)와 balance의 결합이 불명확함,2026-08-23T13:45:14.730720+09:00
Liner Base,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Bay,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Beacon,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Bill,pool_maintenance_services,True,,2026-08-19T21:45:47.758451+09:00
Liner Bin,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Board,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Book,pool_maintenance_services,True,,2026-08-19T21:45:47.758451+09:00
Liner Booth,pool_maintenance_services,False,"Nonsensical collocation, reads as a physical facility.",2026-08-19T21:28:57.717683+09:00
Liner Bridge,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Brief,pool_maintenance_services,True,,2026-08-21T01:09:23.227405+09:00
Liner Bulletin,pool_maintenance_services,True,,2026-08-21T01:09:23.227405+09:00
Liner Calendar,pool_maintenance_services,True,,2026-08-19T21:28:57.717683+09:00
Liner Card,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Cascade,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Cash,pool_maintenance_services,True,,2026-08-21T02:20:47.698506+09:00
Liner Catalog,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Category,pool_maintenance_services,True,,2026-08-23T13:04:41.554058+09:00
Liner Center,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Chain,pool_maintenance_services,True,,2026-08-19T21:28:57.717683+09:00
Liner Charge,pool_maintenance_services,True,,2026-08-21T02:36:28.722223+09:00
Liner Chart,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
Liner Check,pool_maintenance_services,True,,2026-08-19T21:03:14.678005+09:00
